id_local,coordenada_x_local,coordenada_y_local
4245,440698,4475671
4246,440488,4476231
4247,441442,4475465
4248,440668,4476079
4249,440202,4475679
4250,440490,4477083
4251,441001,4477267
4252,441074,4476231
4253,441006,4476894
4254,441217,4476756
4255,439234,4476476
4256,439315,4476471
4257,441026,4476262
4258,440929,4477037
4259,440736,4476367
4260,440214,4476033
4261,439922,4476152
4262,439970,4476295
4263,440399,4475732
4264,439772,4476643
4265,439522,4476626
4266,441151,4475607
4267,440535,4475778
4268,440274,4476165
4269,441197,4476243
4270,440250,4476456
4271,443188,4476172
4272,443670,4475650
4273,441845,4475612
4274,442016,4476106
4275,441824,4475636
4276,442823,4475365
4277,441507,4474789
4279,440664,4480273
4280,440951,4479304
4281,439676,4478566
4282,440156,4476194
4283,439832,4475897
4284,441071,4476196
4285,440958,4476289
4286,439533,4476461
4287,440911,4477327
4288,440558,4475691
4289,439797,4477360
4290,440504,4475949
4291,440714,4476117
4292,440785,4476306
4293,440636,4476866
4294,440832,4476725
4295,441043,4475626
4296,440694,4476879
4297,439530,4476753
4298,440590,4475919
4299,439296,4476159
4300,440689,4476558
4301,439580,4476424
4302,440881,4477008
4303,440689,4476202
4304,440204,4478014
4305,441120,4479045
4306,440252,4478606
4307,440046,4479271
4310,440418,4475745
4311,439297,4475872
4312,440924,4475898
4313,440456,4476504
4314,439645,4475991
4315,440952,4477139
4316,439659,4476438
4317,440437,4475919
4318,439642,4476301
4319,440126,4476267
4320,439941,4475889
4321,440440,4475986
4322,441091,4476469
4323,441064,4475511
4325,440485,4477172
4326,439753,4475942
4327,439985,4476276
4328,440641,4476674
4329,440764,4476248
4330,441322,4475738
4331,440562,4476087
4332,441229,4476930
4333,439368,4476548
4334,439387,4476944
4335,440367,4475833
4336,440044,4475829
4337,440165,4476111
4338,440419,4475671
4339,440725,4477070
4340,440530,4475710
4341,440445,4475651
4342,440808,4477046
4344,439910,4476833
4345,439418,4475793
4346,439600,4476779
4347,442416,4478468
4349,442837,4477333
4350,441750,4477995
4351,441798,4480221
4352,443126,4477257
4354,442942,4476747
4355,442360,4478523
4356,441752,4477997
4357,442219,4478068
4358,439495,4475876
4359,441052,4475510
4360,439836,4476282
4361,440676,4475601
4362,441189,4476168
4363,440739,4476914
4364,439131,4476614
4365,440457,4476329
4366,439412,4476492
4367,440229,4477190
4368,439747,4476256
4369,440365,4476030
4370,440296,4475658
4371,440304,4475921
4372,439224,4476802
4373,440372,4475816
4374,439714,4475907
4375,439228,4476656
4377,439425,4476406
4378,439873,4475768
4379,440896,4476338
4380,440581,4475843
4381,440561,4477287
4382,439604,4477491
4383,439505,4476360
4384,440781,4477505
4385,441015,4476002
4386,440897,4477161
4388,439279,4476324
4389,439647,4476301
4390,440542,4476083
4391,440423,4477562
4392,440662,4476440
4394,441080,4476709
4395,440154,4475837
4398,439751,4475858
4399,440888,4477040
4401,443041,4477524
4402,442618,4477011
4404,443191,4477090
4405,442541,4478867
4406,441954,4479906
4407,442457,4476949
4408,442494,4478605
4409,441558,4478588
4410,442754,4476994
4411,443501,4477567
4412,442205,4476839
4413,442851,4478842
4415,441917,4475295
4416,442828,4475700
4417,441796,4475567
4419,442036,4475186
4420,442459,4475411
4421,441812,4475698
4422,441926,4475763
4423,442738,4475393
4424,442814,4475003
4425,442075,4475887
4426,441843,4475855
4427,442009,4475462
4428,442572,4475577
4429,442781,4476544
4430,441777,4475268
4431,442319,4476362
4432,442651,4475244
4433,442431,4476354
4434,443478,4476629
4435,442993,4475374
4436,441749,4475022
4438,440659,4476032
4441,440959,4475842
4442,440247,4475843
4443,439426,4476075
4444,439350,4476337
4446,439511,4475917
4447,440813,4476255
4448,440376,4477565
4449,440865,4477165
4450,440496,4476064
4451,440573,4476107
4452,440245,4476311
4454,440866,4475915
4455,440177,4475703
4456,440590,4476264
4457,440766,4477505
4458,440348,4476040
4459,440393,4476042
4460,439161,4476205
4461,441096,4475527
4462,440849,4477211
4463,440802,4476629
4464,440309,4477282
4465,440537,4476221
4466,441229,4476414
4467,440361,4476487
4468,440284,4476466
4469,439458,4475788
4470,440461,4475869
4471,441509,4482386
4472,439571,4480676
4473,440664,4481582
4474,441413,4483617
4475,439433,4481161
4477,441223,4475317
4478,440250,4476416
4479,440535,4476189
4480,440684,4476735
4481,440055,4476296
4482,439973,4475867
4483,440779,4476073
4484,442968,4477706
4485,441648,4478984
4486,442570,4478847
4487,441797,4479187
4488,441566,4483240
4489,440241,4481242
4490,440241,4481242
4491,439999,4482821
4492,439762,4481442
4493,439728,4481686
4494,440913,4481642
4495,438604,4482300
4496,440425,4481011
4497,439457,4480371
4498,440005,4480767
4499,440483,4480986
4500,440235,4480441
4502,439550,4477032
4503,440459,4477072
4504,439375,4476103
4505,440367,4475723
4506,440032,4476229
4507,440362,4475742
4508,441226,4476384
4509,440869,4476357
4510,439358,4475944
4511,440755,4476147
4512,439917,4476152
4513,440506,4475882
4514,439792,4476055
4515,440841,4477100
4516,440904,4476901
4517,440483,4477106
4518,440689,4476816
4519,439600,4476820
4520,442591,4477823
4521,442212,4478143
4523,441586,4477916
4524,442577,4478688
4525,442286,4478390
4526,442552,4477284
4527,441796,4479855
4528,441668,4479190
4529,443464,4477822
4530,442393,4478460
4531,442791,4476921
4533,442528,4478190
4534,442899,4478891
4535,442780,4476903
4536,442687,4478750
4537,441967,4481102
4538,442814,4481242
4539,442444,4478681
4541,440795,4476472
4542,439669,4476339
4543,440535,4476942
4544,440645,4476603
4545,440108,4476676
4546,439635,4476301
4547,439320,4476254
4548,440642,4476375
4549,439673,4476385
4550,440881,4477041
4551,440191,4476005
4552,442913,4478509
4553,441750,4480388
4554,441634,4478093
4555,443481,4477465
4556,443353,4477298
4557,443302,4477363
4559,441570,4477801
4560,441575,4477806
4561,442407,4476886
4562,442404,4478908
4563,442434,4477943
4564,442961,4479078
4565,442675,4480027
4566,443357,4477477
4567,441628,4478044
4568,442783,4477488
4569,441895,4478944
4570,442709,4477315
4572,441637,4478478
4573,442187,4477969
4574,439519,4475853
4575,439230,4476234
4576,439929,4476862
4577,440232,4477108
4578,439573,4477035
4579,440655,4476007
4580,439520,4476255
4581,439506,4481026
4582,438769,4481795
4583,439370,4480858
4584,441222,4482974
4585,443044,4477406
4586,443179,4476992
4587,441720,4479421
4588,443375,4477293
4589,441694,4477083
4590,442629,4477767
4591,442952,4477238
4592,443253,4477336
4593,442887,4477312
4594,441650,4478581
4595,441944,4478822
4596,439743,4481005
4597,439815,4480795
4598,439720,4481518
4599,439634,4481536
4600,439347,4480852
4601,440341,4481705
4602,440684,4488573
4603,438698,4480609
4604,439174,4476064
4605,439666,4476290
4606,439190,4476829
4607,439454,4477058
4608,439878,4475827
4609,439689,4476435
4610,439228,4476667
4611,440053,4476238
4612,440773,4476632
4613,440160,4475851
4614,440709,4476455
4615,440705,4476774
4616,439133,4481929
4617,440007,4480866
4618,443297,4477532
4619,442664,4478849
4621,441734,4478785
4622,442991,4477468
4623,443095,4477552
4624,442555,4479013
4625,443377,4478138
4626,441689,4479107
4627,442683,4478854
4628,443236,4477358
4629,441652,4483191
4630,441729,4483032
4631,440262,4481166
4632,440241,4481242
4633,440278,4481072
4634,438427,4480883
4635,439355,4482265
4636,440088,4481050
4637,442505,4484707
4638,440343,4481723
4639,440453,4476195
4640,442529,4478754
4641,442680,4477344
4642,442618,4477155
4643,441905,4479908
4644,443404,4477342
4645,443352,4477459
4646,443292,4477694
4647,442494,4478570
4648,442499,4477903
4649,442827,4477261
4650,442717,4477150
4651,441050,4476989
4652,440643,4477516
4653,440278,4475880
4654,440914,4475837
4655,439529,4476326
4656,440733,4477448
4657,439195,4476112
4658,440246,4476328
4659,439766,4476040
4660,439240,4476563
4661,440275,4476205
4662,439791,4476579
4663,441048,4477056
4665,440483,4476481
4667,441064,4476089
4669,441229,4476425
4670,439647,4476285
4671,440165,4476115
4672,439728,4476697
4673,440454,4476232
4674,440849,4476959
4675,441221,4476930
4676,440917,4476135
4677,439553,4475863
4678,439546,4476994
4679,439446,4476055
4680,439924,4476785
4681,440903,4475915
4682,439124,4476282
4683,439429,4476485
4684,441322,4475741
4685,440448,4475988
4686,440653,4476258
4687,440350,4475885
4688,439229,4476682
4689,440157,4476262
4690,440767,4476254
4691,439095,4476233
4692,441015,4477507
4693,440352,4477405
4694,441161,4476442
4695,439300,4476239
4696,439108,4476448
4697,440479,4475776
4698,439435,4476907
4699,439483,4477026
4700,439825,4476839
4701,440140,4476165
4702,439510,4477050
4703,439541,4475939
4704,439429,4476469
4705,439229,4476679
4706,439849,4476546
4707,439416,4476758
4708,440762,4475536
4710,440858,4475824
4711,439781,4476183
4712,439383,4476077
4713,439941,4476279
4714,440412,4477195
4715,440856,4475945
4716,443174,4477271
4717,442842,4477219
4718,443182,4477082
4719,442527,4480028
4720,442314,4478370
4721,442797,4477468
4722,442526,4478565
4723,441473,4483562
4724,440439,4481474
4725,443534,4484219
4726,438808,4482522
4727,440734,4475884
4728,439243,4476606
4729,439336,4476518
4730,439788,4476537
4731,440951,4475855
4732,439463,4476713
4733,441282,4476149
4734,440273,4477157
4735,439612,4475793
4737,439782,4476444
4738,440977,4477204
4739,439498,4476267
4740,439744,4475776
4741,439874,4476092
4742,439155,4476310
4743,440060,4476342
4744,439910,4476593
4745,439622,4480487
4746,441214,4484384
4747,439579,4480863
4748,441242,4482884
4749,443287,4484715
4750,441488,4484587
4751,441599,4482074
4752,441454,4483680
4753,441541,4482614
4754,440057,4481772
4755,442735,4483178
4756,441780,4481817
4757,440899,4476884
4758,439896,4476056
4759,440327,4475730
4761,433248,4477419
4762,438998,4475497
4764,439691,4478931
4765,439063,4475888
4766,433301,4477444
4767,438798,4475770
4768,433551,4479699
4769,439244,4475420
4770,439705,4478990
4771,440817,4477407
4772,440673,4476405
4773,440312,4475680
4774,439835,4475836
4776,440473,4477536
4777,440241,4481242
4779,440802,4474399
4780,441213,4476216
4781,440768,4476665
4782,441316,4476269
4783,440448,4477105
4784,439582,4476424
4785,440576,4476069
4786,439507,4476710
4787,440165,4476386
4788,439679,4476438
4789,439152,4476243
4790,439393,4476181
4791,440702,4476421
4792,439625,4478764
4793,439597,4477577
4794,440341,4480937
4795,442565,4483700
4796,442521,4483869
4797,440296,4481847
4798,440434,4481172
4799,440083,4480866
4800,440216,4481112
4801,439778,4480785
4802,439492,4483504
4803,441297,4475930
4804,439612,4476304
4805,439944,4475910
4806,440204,4476667
4807,441086,4476646
4808,440876,4477163
4809,439213,4476727
4810,440960,4476961
4811,439644,4475983
4812,440878,4477365
4813,440864,4477418
4814,440009,4481037
4815,439110,4481459
4816,440017,4481005
4817,438936,4479802
4818,438765,4480013
4819,438908,4474768
4820,438666,4474903
4821,438908,4480107
4822,438540,4475099
4823,438556,4475023
4824,438957,4475591
4825,439880,4475865
4826,440135,4481050
4827,442667,4483704
4828,439700,4480828
4829,443613,4484146
4830,442597,4483687
4831,439090,4482022
4832,439596,4481077
4833,440450,4481920
4834,441807,4481361
4835,439081,4480655
4836,443006,4483835
4837,441280,4482835
4838,438209,4481695
4840,438993,4481138
4841,440013,4482716
4842,439112,4481115
4843,439318,4481073
4844,440241,4481242
4845,439417,4481146
4846,439914,4481192
4847,439401,4475200
4848,433531,4478968
4849,438887,4475748
4850,439342,4479844
4851,438908,4474768
4852,438908,4474768
4853,439252,4475754
4854,430315,4480506
4855,439779,4479010
4856,438676,4474862
4857,439614,4478768
4858,441479,4482558
4859,441111,4488181
4862,439196,4476162
4863,440278,4476274
4864,440988,4477368
4865,439240,4476872
4866,440811,4476343
4867,439408,4476594
4868,438945,4478320
4869,439214,4475822
4870,433640,4478931
4871,439131,4474673
4872,433557,4479713
4873,438811,4479685
4874,438091,4475251
4875,439661,4477590
4876,433405,4478864
4877,433827,4477639
4878,438573,4475935
4879,439020,4475691
4880,430959,4479975
4881,433534,4478963
4882,433683,4479123
4883,438811,4475795
4884,439303,4475187
4885,440268,4481830
4886,440241,4481242
4887,439371,4480989
4888,440144,4480645
4889,440241,4481242
4890,441871,4481759
4891,440305,4480925
4892,439807,4481046
4893,439365,4481013
4894,441462,4483730
4895,441736,4482972
4896,442576,4484737
4897,438908,4474768
4898,439073,4475252
4899,439137,4475966
4901,439284,4475244
4903,439505,4477542
4904,439181,4474674
4905,433288,4477436
4906,435724,4470882
4907,435724,4470882
4908,435079,4470521
4909,435009,4472159
4910,435291,4471172
4911,435432,4471415
4912,434862,4471761
4913,435305,4471574
4914,435594,4470883
4916,434545,4470197
4917,435359,4471709
4918,434823,4472294
4919,434770,4469960
4920,434562,4472150
4921,439267,4475167
4922,438938,4475576
4923,438908,4474768
4924,438911,4475471
4925,439230,4475344
4926,438933,4475868
4927,435356,4471206
4928,435833,4470821
4929,435871,4472086
4930,434094,4470204
4931,438399,4473841
4933,438775,4480255
4934,439438,4475408
4935,439515,4475262
4936,429424,4480612
4937,439097,4475361
4938,439011,4475930
4939,434562,4472150
4940,434479,4470236
4941,436074,4471652
4942,435266,4469636
4943,438254,4473643
4945,439183,4480756
4946,438631,4481306
4947,442741,4484124
4948,439451,4480795
4949,438908,4481348
4950,439415,4476593
4951,439484,4476052
4952,440494,4475697
4953,441642,4482122
4954,440418,4481169
4955,440243,4476244
4956,440450,4476194
4957,439244,4476614
4958,440972,4475915
4959,441278,4475283
4960,440809,4477014
4961,438936,4480812
4962,440958,4484685
4963,443043,4483486
4964,443805,4483700
4965,441050,4484216
4966,439052,4481427
4967,442522,4484695
4968,441610,4482721
4969,443374,4484828
4970,438952,4479798
4971,439835,4479525
4972,440999,4477250
4973,440381,4476545
4974,439381,4476938
4975,440245,4476291
4976,440791,4476892
4977,439290,4476083
4979,440213,4481863
4980,441952,4486213
4981,439962,4480516
4982,441466,4483703
4983,439775,4480939
4984,438946,4481679
4985,441783,4483201
4986,439440,4481042
4987,434399,4485442
4988,441288,4483547
4989,440928,4482974
4990,441644,4483383
4991,438694,4481323
4992,438895,4480929
4993,441462,4483738
4994,439215,4474762
4995,439090,4475450
4996,437499,4475990
4997,439478,4475085
4998,439504,4475069
4999,439378,4475237
5000,439131,4477658
5001,438917,4475462
5002,437592,4473291
5003,435460,4471605
5004,435309,4471729
5005,437592,4473291
5006,434516,4470220
5007,434896,4471827
5008,434562,4472150
5009,437180,4472691
5010,437353,4473045
5011,434524,4470141
5012,433769,4470166
5013,432641,4470229
5014,441586,4482704
5015,442584,4484739
5016,439667,4480601
5017,439287,4482083
5018,440241,4481242
5019,441584,4482017
5020,441556,4483692
5022,441263,4482884
5023,439047,4480479
5024,442489,4484657
5025,435550,4472774
5026,437020,4473012
5027,435389,4471103
5028,436163,4471806
5029,436192,4470944
5030,435009,4472159
5031,435906,4471884
5032,438208,4473844
5033,436945,4472962
5034,437293,4472857
5035,436021,4471766
5036,434675,4472177
5037,438627,4473081
5038,437978,4472787
5039,435724,4470959
5040,437442,4472748
5041,436773,4472991
5043,435405,4471256
5044,436118,4470921
5045,440241,4481242
5046,440278,4480658
5047,440259,4480950
5048,441482,4483758
5049,438779,4482473
5050,438790,4481312
5051,443076,4484030
5052,443306,4483937
5053,441529,4481983
5054,441404,4483257
5055,435092,4470527
5056,436617,4473266
5057,436021,4471766
5058,435243,4470869
5059,434328,4470523
5060,435356,4471206
5061,434777,4470335
5062,434913,4471834
5063,436773,4472991
5064,436259,4473250
5065,440285,4481842
5066,441442,4483513
5067,441513,4483760
5068,440241,4481242
5069,441278,4482304
5070,441550,4483711
5071,441371,4483660
5072,439886,4481209
5073,440993,4483276
5074,440500,4481893
5075,438757,4481272
5076,437592,4473291
5077,437834,4473740
5078,435835,4471757
5079,436162,4470985
5080,435724,4470882
5081,436013,4472716
5082,437940,4476306
5083,439197,4475855
5084,439089,4474673
5085,439423,4475132
5086,441820,4482508
5087,436041,4482289
5088,441775,4482460
5089,441672,4482888
5090,439504,4482561
5091,440609,4481008
5093,441836,4482840
5094,441792,4481735
5095,439880,4480967
5096,437825,4481327
5097,439448,4477964
5098,437527,4475978
5100,439018,4479782
5101,429822,4480422
5102,433565,4479090
5103,438110,4475569
5104,433381,4479215
5105,434562,4472150
5107,439512,4480716
5108,439351,4476102
5109,439362,4476079
5111,439372,4476149
5112,440474,4477541
5113,440947,4477036
5115,440597,4476309
5116,440727,4477346
5117,440700,4476963
5118,434983,4471771
5119,436179,4471716
5121,435071,4471742
5122,437977,4473609
5123,436783,4472884
5124,436842,4471455
5125,435163,4471937
5126,435338,4470781
5127,436827,4472845
5128,435791,4471719
5129,440466,4476167
5130,440309,4477275
5132,439051,4482084
5133,442499,4484621
5134,440065,4480861
5135,434112,4485767
5136,439969,4481008
5137,439712,4480513
5138,440241,4481242
5139,441724,4483278
5140,440330,4481675
5141,442596,4484724
5142,441960,4481801
5143,441923,4481859
5144,441889,4482744
5145,442661,4484775
5146,438291,4480682
5147,441298,4483593
5148,439391,4481043
5149,438471,4481146
5150,435797,4471869
5151,438146,4473862
5153,436807,4472807
5154,435760,4470999
5155,435931,4472488
5156,435356,4471206
5157,434720,4472005
5158,436943,4473418
5159,434216,4469703
5160,437840,4473743
5161,440479,4483880
5162,439219,4481443
5163,440261,4483112
5164,439470,4480665
5165,440316,4480927
5166,439865,4481037
5167,439229,4480769
5168,444004,4484912
5169,439122,4481464
5170,440241,4481242
5171,443427,4483023
5172,440730,4480938
5174,441522,4482025
5175,439637,4480982
5176,438815,4481297
5177,440536,4481544
5178,439234,4480771
5179,440734,4480914
5180,439045,4481423
5181,439688,4481015
5182,440241,4481242
5183,434729,4469962
5184,435945,4471518
5185,436021,4471766
5186,436015,4471788
5187,434343,4470322
5188,433766,4470451
5189,433886,4469898
5190,438271,4473683
5191,434562,4472150
5192,437740,4473366
5193,439636,4480685
5194,439079,4482023
5195,439178,4481154
5196,438158,4481492
5197,439520,4480727
5198,439127,4482052
5199,440451,4482368
5200,440660,4476261
5201,440588,4476055
5202,440674,4476354
5203,439125,4476329
5204,440792,4476630
5205,440703,4477020
5206,440696,4476901
5207,439740,4476809
5208,439696,4476043
5209,440508,4475919
5210,439437,4476950
5212,440232,4481122
5213,438484,4481464
5215,434345,4472157
5216,437952,4473572
5217,435268,4471816
5218,437460,4472621
5219,436766,4471355
5220,434895,4471442
5221,438482,4473949
5222,435047,4470982
5223,433764,4471696
5224,441014,4484691
5225,439669,4480947
5226,439055,4480510
5227,443514,4483118
5228,439595,4480714
5229,438977,4481465
5230,440173,4481684
5231,439538,4481217
5232,440047,4481109
5233,440241,4481242
5234,440896,4483833
5235,440708,4480932
5236,439830,4481045
5237,439502,4482316
5238,441780,4482507
5239,441030,4481634
5240,439393,4482988
5241,440824,4486112
5242,443449,4484124
5243,443823,4483675
5244,439051,4482090
5246,436773,4472991
5247,434378,4471959
5248,434275,4469676
5249,433862,4470449
5250,437808,4475540
5253,438101,4475560
5254,434088,4479482
5255,439161,4479406
5256,435016,4480260
5257,439073,4479375
5258,439003,4475719
5259,438354,4475259
5260,439511,4475164
5261,439380,4475257
5262,439179,4480067
5263,438839,4480036
5264,439411,4474781
5266,437598,4476861
5267,438687,4479515
5268,439852,4480352
5269,439324,4482955
5270,441749,4482790
5271,434173,4485887
5272,439083,4481299
5273,439109,4482022
5274,438583,4482299
5275,442485,4484670
5276,440075,4480645
5277,439054,4480666
5278,441488,4484587
5279,440213,4481151
5281,439221,4476261
5282,440755,4476108
5283,439570,4476997
5284,440636,4476169
5285,441014,4477504
5286,441092,4476464
5287,441211,4476189
5288,439674,4477594
5290,433814,4479010
5291,433468,4477471
5292,439143,4479523
5293,439769,4479641
5294,434139,4468768
5295,437596,4473128
5296,437320,4473467
5297,435356,4471206
5298,441241,4476583
5299,440852,4477264
5300,440608,4476262
5301,440462,4476484
5302,433420,4479057
5303,430959,4479975
5304,430959,4479975
5305,430451,4480146
5306,438969,4478017
5307,439594,4479479
5308,437174,4472970
5309,436228,4472529
5310,436793,4472294
5311,434976,4471124
5312,435324,4471667
5313,435093,4470622
5314,434289,4472174
5315,434562,4472150
5316,437266,4473534
5317,435887,4471558
5318,436229,4471558
5319,439028,4479750
5320,439113,4474800
5321,439530,4478722
5322,437767,4476044
5323,439494,4475172
5324,438963,4475252
5325,438973,4476252
5327,439474,4478685
5328,438908,4474768
5329,438973,4476252
5330,439387,4475248
5331,438581,4479590
5332,439099,4475860
5334,437936,4476722
5335,430959,4479975
5336,438997,4475923
5337,434577,4477994
5339,439141,4475479
5340,439297,4474694
5341,433933,4473733
5342,438973,4476252
5343,439130,4477829
5344,439307,4478696
5345,439460,4475259
5346,439249,4475760
5347,439150,4479637
5348,439098,4475880
5349,440112,4484144
5350,441488,4484587
5351,442724,4484885
5352,441518,4481830
5353,439712,4480813
5354,443432,4484137
5355,439529,4480900
5356,443947,4484132
5357,438911,4481848
5358,443458,4484581
5359,437863,4481453
5360,438676,4481473
5361,439133,4475973
5362,438823,4475829
5363,438998,4479814
5365,438980,4475375
5366,439399,4474770
5368,430959,4479975
5369,438649,4479872
5370,438217,4475074
5371,433439,4478143
5372,439777,4477627
5373,439875,4480811
5374,442644,4483986
5375,440310,4480942
5376,440451,4483673
5377,440338,4483731
5378,442570,4483686
5379,439594,4481133
5380,438893,4481426
5381,440475,4481018
5382,436375,4472440
5383,435430,4472299
5384,435878,4471581
5385,435239,4471748
5386,436773,4472991
5387,434315,4469668
5388,438622,4473047
5389,435198,4471927
5390,434479,4470236
5391,435736,4470952
5392,435412,4471331
5393,443472,4484545
5394,440340,4480956
5395,438996,4482053
5396,439152,4475285
5397,438732,4480287
5398,430959,4479975
5400,430362,4480674
5401,439264,4478047
5402,438632,4475000
5403,435559,4470862
5404,434824,4470483
5405,435414,4471459
5406,436169,4471248
5407,433804,4470125
5408,436723,4472794
5409,435243,4470869
5410,436691,4472616
5411,435852,4471501
5412,438619,4473029
5414,430959,4479975
5415,436347,4478753
5416,434326,4479714
5417,437794,4476037
5418,439036,4475847
5419,433524,4479640
5420,438710,4474853
5421,438501,4475085
5422,438745,4474949
5423,439162,4475309
5424,438693,4474971
5425,433455,4477814
5426,433858,4478695
5427,433287,4477456
5428,439158,4475928
5429,430959,4479975
5430,432455,4480137
5431,439280,4475149
5432,439528,4475171
5434,439098,4475454
5435,435321,4471951
5436,438435,4473943
5437,436638,4472966
5438,433915,4470468
5439,434691,4472233
5440,434241,4471854
5442,436916,4471421
5443,434821,4469838
5444,439093,4475520
5445,429752,4480461
5446,439442,4475217
5448,438781,4474910
5449,439046,4475608
5450,438720,4479854
5451,440900,4477040
5452,440354,4475977
5453,440308,4477257
5454,439615,4475822
5455,436156,4473200
5456,436704,4473303
5457,437829,4473769
5458,434960,4471184
5459,435527,4471889
5460,434986,4470698
5461,433823,4469973
5462,434647,4470088
5463,435736,4471307
5464,437845,4473451
5465,434390,4472187
5466,437603,4473663
5467,433834,4470066
5468,436083,4471331
5469,435415,4471508
5470,435630,4470908
5471,437979,4473633
5472,435086,4469696
5473,435356,4471206
5474,436202,4472706
5475,436005,4471976
5476,440639,4475920
5477,440855,4477498
5478,440551,4475934
5479,439549,4477020
5480,441246,4476896
5481,440685,4476500
5482,439233,4475856
5483,439229,4475862
5484,438236,4481732
5485,439252,4481382
5486,440431,4484281
5487,440009,4481002
5488,439141,4481475
5489,439958,4481780
5490,439295,4480701
5491,440303,4480979
5493,442801,4483563
5494,440241,4481242
5495,440416,4483985
5496,439111,4476874
5497,433327,4479668
5498,437616,4473861
5499,433451,4477710
5500,438908,4474768
5501,439466,4474829
5503,439605,4477778
5504,439581,4478781
5505,439816,4479553
5506,437732,4473978
5508,436326,4472544
5509,434770,4469960
5510,436288,4473309
5511,435475,4471552
5512,434018,4470279
5513,434977,4471785
5514,434365,4472246
5515,434558,4470184
5516,436295,4472497
5517,439822,4479530
5518,440241,4481242
5519,442801,4483980
5520,439948,4481773
5521,443130,4484349
5522,439702,4481943
5523,440808,4484038
5524,441488,4484587
5525,439637,4481537
5526,439800,4481044
5527,440133,4480614
5528,438965,4480819
5529,437815,4481628
5530,439885,4479248
5531,437441,4478041
5532,438626,4475045
5533,439166,4479614
5534,433844,4479025
5536,439106,4475761
5537,430959,4479975
5538,433625,4479720
5539,433160,4477446
5540,433380,4479054
5541,439111,4475515
5542,437758,4474178
5544,439749,4477883
5545,439019,4475557
5547,437865,4475445
5548,438930,4475587
5549,439161,4475784
5550,435840,4471158
5551,436095,4470849
5552,435955,4470720
5553,436025,4471615
5554,435043,4472011
5555,435115,4471687
5556,438146,4473954
5557,434479,4470236
5558,432544,4480012
5559,439739,4479578
5560,433417,4479187
5561,439522,4475250
5562,439099,4475860
5563,438407,4477415
5564,438319,4475392
5565,439953,4476897
5566,440957,4476919
5567,440284,4476475
5568,439621,4476321
5569,439374,4476103
5570,440582,4475719
5571,431154,4479864
5572,433573,4479144
5573,439116,4475890
5574,439890,4479257
5575,438908,4474768
5576,438908,4474768
5577,439646,4479505
5578,438908,4474768
5580,437815,4473398
5581,440136,4476105
5582,440801,4475663
5583,441322,4475729
5584,439392,4476155
5585,439384,4475997
5586,440542,4476519
5587,440422,4477074
5588,439853,4475806
5589,440689,4476795
5590,440483,4476033
5591,440324,4475729
5592,439622,4475931
5593,440481,4475702
5594,439394,4475848
5595,439474,4475918
5597,440671,4476412
5598,440575,4476380
5599,433498,4477697
5600,439048,4475854
5601,429135,4480802
5602,439103,4475484
5603,433362,4477453
5604,432624,4479971
5605,439447,4477572
5606,433807,4479011
5607,433713,4479021
5608,439515,4478785
5609,439533,4479618
5610,439432,4474801
5611,437748,4475613
5612,439364,4475180
5613,439613,4478983
5614,433915,4479818
5615,439323,4475581
5616,430959,4479975
5617,439648,4479148
5618,439169,4475299
5619,439061,4479435
5620,433865,4479017
5622,439312,4477834
5623,439180,4479997
5624,439034,4475447
5625,430110,4480425
5626,439165,4477656
5627,439765,4477623
5628,439152,4475938
5629,438746,4480001
5630,434792,4480252
5631,438749,4475822
5632,439075,4475544
5633,438573,4475062
5634,435080,4471685
5635,435405,4471275
5636,437445,4473555
5637,437413,4473540
5638,436081,4470819
5639,435155,4471601
5640,435356,4471206
5641,435891,4471284
5642,435874,4471569
5643,434547,4470269
5644,434424,4470192
5645,438947,4479911
5646,439030,4477701
5647,438418,4479815
5648,434850,4478012
5649,439708,4477604
5650,439173,4475898
5652,439479,4477736
5653,433529,4479090
5654,434165,4478925
5655,438987,4475364
5656,435824,4471597
5657,435923,4470906
5658,434837,4469467
5659,436190,4471805
5660,434868,4471520
5661,438044,4473871
5662,437293,4473558
5663,438243,4473562
5664,434562,4472150
5665,436839,4472830
5666,435998,4471516
5667,438931,4477712
5668,433662,4479169
5669,439787,4476526
5670,440138,4476309
5671,439720,4476572
5672,439287,4482078
5673,441589,4482376
5674,440241,4481242
5675,440241,4481242
5676,440241,4481242
5677,440241,4481242
5678,439211,4482051
5680,440013,4482716
5681,439533,4481235
5682,439445,4481102
5683,440683,4480993
5684,439131,4481469
5685,440674,4481878
5686,440423,4481020
5687,441428,4481897
5688,439832,4481038
5689,438586,4482299
5690,440465,4480777
5691,439324,4481121
5692,439089,4480622
5693,438926,4479636
5694,438539,4479958
5695,439323,4475217
5696,433729,4478978
5697,437791,4475987
5698,438803,4479495
5699,438926,4475959
5700,438796,4479517
5701,439341,4475316
5702,439625,4477868
5703,439276,4474735
5704,439120,4474761
5705,433461,4477480
5706,433770,4479151
5707,433464,4478742
5708,439703,4477878
5709,439761,4477884
5710,433625,4479085
5711,433116,4477423
5713,438740,4479902
5714,433532,4479118
5715,439019,4475505
5716,437848,4475480
5717,439619,4478766
5718,433734,4478973
5719,435691,4471846
5720,434479,4470236
5721,435924,4471250
5722,437271,4473460
5723,436181,4471713
5724,435064,4471482
5725,437442,4472079
5726,437648,4473226
5727,434770,4469960
5728,435009,4472159
5729,439269,4475577
