business_status,geometry,name,photos,rating,types,user_ratings_total,tipo
OPERATIONAL,"{'location': {'lat': 40.4488217, 'lng': -3.704735}, 'viewport': {'northeast': {'lat': 40.45016392989272, 'lng': -3.703408070107278}, 'southwest': {'lat': 40.44746427010727, 'lng': -3.706107729892722}}}",La Esquina Caribeña,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108235495187487582332"">Guillermo López</a>'], 'photo_reference': 'AcJnMuFTFk3UBdoHlfY8WfT1NW-TQhOliCR5ia1MQf-sM4nNTBNd9AQCxoJ44fsUgC69j8xRedU8KMJS_KaT2gNHBxzeQq-ROw3DKHG2Wl8CFaP9VQusN2uBir91A16jkB2cB20f_qUmnoBd7xwYo7uMJyInZiZlOaAaRbsfDFlaNuWO4Beh', 'width': 4608}]",4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",929,restaurant
